TF_Symbol	TF_Entrez_ID	PubMed_ID	Database	Status
CDKN1A	1026	11850848	PubMedQuery	unexamined
CDKN1A	1026	11842244	PubMedQuery	unexamined
CDKN1A	1026	11818365	PubMedQuery	unexamined
CDKN1A	1026	11753684	PubMedQuery	unexamined
CDKN1A	1026	11753650	PubMedQuery	unexamined
CDKN1A	1026	11739801	PubMedQuery	unexamined
CDKN1A	1026	19275888	TFactS	unexamined
CDKN1A	1026	16923815	TFactS	unexamined
CDKN2A	1029	21187408	InnateDB	unexamined
CDKN2A	1029	31269445	PubMedQuery	unexamined
CDKN2A	1029	30306639	PubMedQuery	unexamined
CDKN2A	1029	26526724	PubMedQuery	unexamined
CDKN2A	1029	25925206	PubMedQuery	unexamined
CDKN2A	1029	25855980	PubMedQuery	unexamined
CDKN2A	1029	25813524	PubMedQuery	unexamined
CDKN2A	1029	25378332	PubMedQuery	unexamined
CDKN2A	1029	25240281	PubMedQuery	unexamined
CDKN2A	1029	24344258	PubMedQuery	unexamined
CDKN2A	1029	24239285	PubMedQuery	unexamined
CDKN2A	1029	23748155	PubMedQuery	unexamined
CDKN2A	1029	22984542	PubMedQuery	unexamined
CDKN2A	1029	22020338	PubMedQuery	unexamined
CDKN2A	1029	21821326	PubMedQuery	unexamined
CDKN2A	1029	21669865	PubMedQuery	unexamined
CDKN2A	1029	20934317	PubMedQuery	unexamined
CDKN2A	1029	19816943	PubMedQuery	unexamined
CDKN2A	1029	19414370	PubMedQuery	unexamined
CDKN2A	1029	19345325	PubMedQuery	unexamined
CDKN2A	1029	18676825	PubMedQuery	unexamined
CDKN2A	1029	18487283	PubMedQuery	unexamined
CDKN2A	1029	16251190	PubMedQuery	unexamined
CDKN2A	1029	16169901	PubMedQuery	unexamined
CDKN2A	1029	18438432	TFactS	unexamined
CDX1	1044	16517733	CytReg	unexamined
CDX1	1044	18819935	HTRIdb_LC	unexamined
CDX1	1044	15143193	InnateDB	unexamined
CDX1	1044	28065741	PubMedQuery	unexamined
CDX1	1044	21350009	PubMedQuery	unexamined
CDX1	1044	21098558	PubMedQuery	unexamined
CDX1	1044	19900445	PubMedQuery	unexamined
CDX1	1044	19781065	PubMedQuery	unexamined
CDX1	1044	18819935	PubMedQuery	unexamined
CDX1	1044	18187048	PubMedQuery	unexamined
CDX1	1044	16309666	PubMedQuery	unexamined
CDX1	1044	15774940	PubMedQuery	unexamined
CDX1	1044	14751232	PubMedQuery	unexamined
CDX1	1044	12446687	PubMedQuery	unexamined
CDX1	1044	19059241	TFactS	unexamined
CDX1	1044	11934881	TFactS	unexamined
CDX1	1044	22215184	TRRUST	unexamined
CDX1	1044	18819935	TRRUST	unexamined
CDX1	1044	23185413	TRRUST	unexamined
CDX1	1044	11743638	TRRUST	unexamined
CDX1	1044	19188603	TRRUST	unexamined
CDX1	1044	19059241	TRRUST	unexamined
CDX1	1044	21613300	TRRUST	unexamined
CDX1	1044	17158164	TRRUST	unexamined
CDX1	1044	19725873	TRRUST	unexamined
CDX1	1044	21098558	TRRUST	unexamined
CDX1	1044	16517733	TRRUST	unexamined
CDX2	1045	16517733	CytReg	unexamined
CDX2	1045	26673704	ENdb	unexamined
CDX2	1045	27333824	ENdb	unexamined
CDX2	1045	18819935	HTRIdb_LC	unexamined
CDX2	1045	9148757	HTRIdb_LC	unexamined
CDX2	1045	12559945	HTRIdb_LC	unexamined
CDX2	1045	15044625	HTRIdb_LC	unexamined
CDX2	1045	25251699	InnateDB	unexamined
CDX2	1045	11450701	ORegAnno_LC	unexamined
CDX2	1045	31068250	PubMedQuery	unexamined
CDX2	1045	27755609	PubMedQuery	unexamined
CDX2	1045	25858457	PubMedQuery	unexamined
CDX2	1045	25488664	PubMedQuery	unexamined
CDX2	1045	23129810	PubMedQuery	unexamined
CDX2	1045	23108051	PubMedQuery	unexamined
CDX2	1045	22684624	PubMedQuery	unexamined
CDX2	1045	22580340	PubMedQuery	unexamined
CDX2	1045	22547830	PubMedQuery	unexamined
CDX2	1045	21987298	PubMedQuery	unexamined
CDX2	1045	21606631	PubMedQuery	unexamined
CDX2	1045	21350009	PubMedQuery	unexamined
CDX2	1045	21098558	PubMedQuery	unexamined
CDX2	1045	20962045	PubMedQuery	unexamined
CDX2	1045	20551321	PubMedQuery	unexamined
CDX2	1045	20199401	PubMedQuery	unexamined
CDX2	1045	20127720	PubMedQuery	unexamined
CDX2	1045	19900445	PubMedQuery	unexamined
CDX2	1045	19884257	PubMedQuery	unexamined
CDX2	1045	19796622	PubMedQuery	unexamined
CDX2	1045	19781065	PubMedQuery	unexamined
CDX2	1045	19700764	PubMedQuery	unexamined
CDX2	1045	19617623	PubMedQuery	unexamined
CDX2	1045	19551868	PubMedQuery	unexamined
CDX2	1045	18996641	PubMedQuery	unexamined
CDX2	1045	18819935	PubMedQuery	unexamined
CDX2	1045	18575574	PubMedQuery	unexamined
CDX2	1045	18498120	PubMedQuery	unexamined
CDX2	1045	18187048	PubMedQuery	unexamined
CDX2	1045	17848139	PubMedQuery	unexamined
CDX2	1045	17329362	PubMedQuery	unexamined
CDX2	1045	17182120	PubMedQuery	unexamined
CDX2	1045	16980957	PubMedQuery	unexamined
CDX2	1045	16767102	PubMedQuery	unexamined
CDX2	1045	16309666	PubMedQuery	unexamined
CDX2	1045	16278805	PubMedQuery	unexamined
CDX2	1045	15774940	PubMedQuery	unexamined
CDX2	1045	15327990	PubMedQuery	unexamined
CDX2	1045	12970742	PubMedQuery	unexamined
CDX2	1045	12518221	PubMedQuery	unexamined
CDX2	1045	11450701	PubMedQuery	unexamined
CDX2	1045	11934881	TFactS	unexamined
CDX2	1045	12060663	TFactS	unexamined
CDX2	1045	12970742	TFe	unexamined
CDX2	1045	12459179	TFe	unexamined
CDX2	1045	18005670	TFe	unexamined
CDX2	1045	10889158	TFe	unexamined
CDX2	1045	16788384	TFe	unexamined
CDX2	1045	9512360	TFe	unexamined
CDX2	1045	11408257	TFe	unexamined
CDX2	1045	19564890	TFe	unexamined
CDX2	1045	12404231	TRRUST	unexamined
CDX2	1045	15732140	TRRUST	unexamined
CDX2	1045	20568120	TRRUST	unexamined
CDX2	1045	12970742	TRRUST	unexamined
CDX2	1045	22671145	TRRUST	unexamined
CDX2	1045	16737958	TRRUST	unexamined
CDX2	1045	18819935	TRRUST	unexamined
CDX2	1045	22547830	TRRUST	unexamined
CDX2	1045	24501326	TRRUST	unexamined
CDX2	1045	22580340	TRRUST	unexamined
CDX2	1045	11684084	TRRUST	unexamined
CDX2	1045	23393221	TRRUST	unexamined
CDX2	1045	17297462	TRRUST	unexamined
CDX2	1045	16274362	TRRUST	unexamined
CDX2	1045	9148757	TRRUST	unexamined
CDX2	1045	22326557	TRRUST	unexamined
CDX2	1045	12559945	TRRUST	unexamined
CDX2	1045	20699370	TRRUST	unexamined
CDX2	1045	15044625	TRRUST	unexamined
CDX2	1045	15013430	TRRUST	unexamined
CDX2	1045	11254504	TRRUST	unexamined
CDX2	1045	16616718	TRRUST	unexamined
CDX2	1045	17182120	TRRUST	unexamined
CDX2	1045	20070244	TRRUST	unexamined
CDX2	1045	11450701	TRRUST	unexamined
CDX2	1045	16604479	TRRUST	unexamined
CDX2	1045	16883525	TRRUST	unexamined
CDX2	1045	19960008	TRRUST	unexamined
CDX2	1045	20127720	TRRUST	unexamined
CDX2	1045	23133598	TRRUST	unexamined
CDX2	1045	11521200	TRRUST	unexamined
CDX2	1045	23202735	TRRUST	unexamined
CDX2	1045	15825077	TRRUST	unexamined
CDX2	1045	10677375	TRRUST	unexamined
CDX2	1045	19725873	TRRUST	unexamined
CDX2	1045	20933081	TRRUST	unexamined
CDX2	1045	17466947	TRRUST	unexamined
CDX2	1045	17194449	TRRUST	unexamined
CDX2	1045	20081188	TRRUST	unexamined
CDX2	1045	23741512	TRRUST	unexamined
CDX2	1045	24059348	TRRUST	unexamined
CDX2	1045	16517733	TRRUST	unexamined
CDX2	1045	20199401	TRRUST	unexamined
CDX2	1045	22942124	TRRUST	unexamined
CDX2	1045	20425755	TRRUST	unexamined
CDX2	1045	9679043	TRRUST	unexamined
CDX2	1045	19564890	TRRUST	unexamined
CDX4	1046	21666599	PubMedQuery	unexamined
CDX4	1046	21350009	PubMedQuery	unexamined
CDX4	1046	21098558	PubMedQuery	unexamined
CDX4	1046	16309666	PubMedQuery	unexamined
CDX4	1046	17183676	TRRUST	unexamined
CEBPA	1050	10942517	CytReg	unexamined
CEBPA	1050	21454593	CytReg	unexamined
CEBPA	1050	8999951	CytReg	unexamined
CEBPA	1050	12493739	CytReg	unexamined
CEBPA	1050	24429361	CytReg	unexamined
CEBPA	1050	11259372	CytReg	unexamined
CEBPA	1050	24285714	ENdb	unexamined
CEBPA	1050	24368734	ENdb	unexamined
CEBPA	1050	18305377	HTRIdb_LC	unexamined
CEBPA	1050	10706719	HTRIdb_LC	unexamined
CEBPA	1050	17188819	HTRIdb_LC	unexamined
CEBPA	1050	8075306	HTRIdb_LC	unexamined
CEBPA	1050	12571239	HTRIdb_LC	unexamined
CEBPA	1050	12842822	HTRIdb_LC	unexamined
CEBPA	1050	12074569	HTRIdb_LC	unexamined
CEBPA	1050	7659086	HTRIdb_LC	unexamined
CEBPA	1050	12522000	HTRIdb_LC	unexamined
CEBPA	1050	17242690	HTRIdb_LC	unexamined
CEBPA	1050	10956548	HTRIdb_LC	unexamined
CEBPA	1050	9706399	HTRIdb_LC	unexamined
CEBPA	1050	14712233	HTRIdb_LC	unexamined
CEBPA	1050	18583320	HTRIdb_LC	unexamined
CEBPA	1050	19523687	HTRIdb_LC	unexamined
CEBPA	1050	11818365	InnateDB	unexamined
CEBPA	1050	10453008	InnateDB	unexamined
CEBPA	1050	11830484	InnateDB	unexamined
CEBPA	1050	14734562	InnateDB	unexamined
CEBPA	1050	20371743	InnateDB	unexamined
CEBPA	1050	15150264	InnateDB	unexamined
CEBPA	1050	12571239	InnateDB	unexamined
CEBPA	1050	12522000	InnateDB	unexamined
CEBPA	1050	15588942	InnateDB	unexamined
CEBPA	1050	16325577	InnateDB	unexamined
CEBPA	1050	18203738	InnateDB	unexamined
CEBPA	1050	19054766	InnateDB	unexamined
CEBPA	1050	12949251	InnateDB	unexamined
CEBPA	1050	18026136	InnateDB	unexamined
CEBPA	1050	16461934	InnateDB	unexamined
CEBPA	1050	20304921	InnateDB	unexamined
CEBPA	1050	18987666	InnateDB	unexamined
CEBPA	1050	21813505	InnateDB	unexamined
CEBPA	1050	18363963	InnateDB	unexamined
CEBPA	1050	17060461	InnateDB	unexamined
CEBPA	1050	20581311	InnateDB	unexamined
CEBPA	1050	19811452	InnateDB	unexamined
CEBPA	1050	20861254	InnateDB	unexamined
CEBPA	1050	18272588	InnateDB	unexamined
CEBPA	1050	1900840	ORegAnno_LC	unexamined
CEBPA	1050	2161843	ORegAnno_LC	unexamined
CEBPA	1050	30171019	PubMedQuery	unexamined
CEBPA	1050	29566023	PubMedQuery	unexamined
CEBPA	1050	27829312	PubMedQuery	unexamined
CEBPA	1050	27194745	PubMedQuery	unexamined
CEBPA	1050	25320182	PubMedQuery	unexamined
CEBPA	1050	23974200	PubMedQuery	unexamined
CEBPA	1050	23673926	PubMedQuery	unexamined
CEBPA	1050	23403033	PubMedQuery	unexamined
CEBPA	1050	23160200	PubMedQuery	unexamined
CEBPA	1050	23023397	PubMedQuery	unexamined
CEBPA	1050	21856370	PubMedQuery	unexamined
CEBPA	1050	21775309	PubMedQuery	unexamined
CEBPA	1050	21558372	PubMedQuery	unexamined
CEBPA	1050	20889924	PubMedQuery	unexamined
CEBPA	1050	20864248	PubMedQuery	unexamined
CEBPA	1050	20492700	PubMedQuery	unexamined
CEBPA	1050	20347819	PubMedQuery	unexamined
CEBPA	1050	20075868	PubMedQuery	unexamined
CEBPA	1050	20018373	PubMedQuery	unexamined
CEBPA	1050	19129217	PubMedQuery	unexamined
CEBPA	1050	19074951	PubMedQuery	unexamined
CEBPA	1050	17188819	PubMedQuery	unexamined
CEBPA	1050	8846917	TFactS	unexamined
CEBPA	1050	1620113	TFactS	unexamined
CEBPA	1050	18524846	TFactS	unexamined
CEBPA	1050	17890326	TFactS	unexamined
CEBPA	1050	8288579	TFactS	unexamined
CEBPA	1050	12444921	TFactS	unexamined
CEBPA	1050	15205324	TFactS	unexamined
CEBPA	1050	12074569	TFactS	unexamined
CEBPA	1050	16172914	TFactS	unexamined
CEBPA	1050	19088256	TFactS	unexamined
CEBPA	1050	8344962	TFactS	unexamined
CEBPA	1050	9921275	TFactS	unexamined
CEBPA	1050	7708053	TFactS	unexamined
CEBPA	1050	7659086	TFactS	unexamined
CEBPA	1050	12935984	TFactS	unexamined
CEBPA	1050	15632071	TFactS	unexamined
CEBPA	1050	16580992	TFactS	unexamined
CEBPA	1050	19059241	TFactS	unexamined
CEBPA	1050	11901161	TFactS	unexamined
CEBPA	1050	12730330	TFactS	unexamined
CEBPA	1050	19126543	TFactS	unexamined
CEBPA	1050	18987666	TFactS	unexamined
CEBPA	1050	12410800	TFactS	unexamined
CEBPA	1050	11414710	TFactS	unexamined
CEBPA	1050	7480063	TFactS	unexamined
CEBPA	1050	11193754	TFactS	unexamined
CEBPA	1050	12161423	TFactS	unexamined
CEBPA	1050	19380823	TFactS	unexamined
CEBPA	1050	18438857	TFactS	unexamined
CEBPA	1050	18930917	TFactS	unexamined
CEBPA	1050	11522818	TFactS	unexamined
CEBPA	1050	21454593	TFactS	unexamined
CEBPA	1050	20506344	TFactS	unexamined
CEBPA	1050	12641495	TFactS	unexamined
CEBPA	1050	15762841	TFactS	unexamined
CEBPA	1050	2050667	TFe	unexamined
CEBPA	1050	12760745	TFe	unexamined
CEBPA	1050	8887657	TFe	unexamined
CEBPA	1050	11544200	TFe	unexamined
CEBPA	1050	10861063	TFe	unexamined
CEBPA	1050	9234715	TFe	unexamined
CEBPA	1050	9187262	TFe	unexamined
CEBPA	1050	12606546	TFe	unexamined
CEBPA	1050	18524846	TRRUST	unexamined
CEBPA	1050	9632776	TRRUST	unexamined
CEBPA	1050	7565736	TRRUST	unexamined
CEBPA	1050	10453008	TRRUST	unexamined
CEBPA	1050	15100175	TRRUST	unexamined
CEBPA	1050	10706719	TRRUST	unexamined
CEBPA	1050	15924879	TRRUST	unexamined
CEBPA	1050	16247445	TRRUST	unexamined
CEBPA	1050	19620402	TRRUST	unexamined
CEBPA	1050	10542249	TRRUST	unexamined
CEBPA	1050	8075306	TRRUST	unexamined
CEBPA	1050	1320003	TRRUST	unexamined
CEBPA	1050	12842822	TRRUST	unexamined
CEBPA	1050	24584857	TRRUST	unexamined
CEBPA	1050	2247079	TRRUST	unexamined
CEBPA	1050	9916895	TRRUST	unexamined
CEBPA	1050	22568493	TRRUST	unexamined
CEBPA	1050	7708053	TRRUST	unexamined
CEBPA	1050	7659086	TRRUST	unexamined
CEBPA	1050	11975924	TRRUST	unexamined
CEBPA	1050	18555777	TRRUST	unexamined
CEBPA	1050	12219016	TRRUST	unexamined
CEBPA	1050	8288055	TRRUST	unexamined
CEBPA	1050	9360988	TRRUST	unexamined
CEBPA	1050	21983012	TRRUST	unexamined
CEBPA	1050	9743233	TRRUST	unexamined
CEBPA	1050	12032779	TRRUST	unexamined
CEBPA	1050	8910619	TRRUST	unexamined
CEBPA	1050	12237288	TRRUST	unexamined
CEBPA	1050	11042264	TRRUST	unexamined
CEBPA	1050	21549806	TRRUST	unexamined
CEBPA	1050	15294971	TRRUST	unexamined
CEBPA	1050	17187171	TRRUST	unexamined
CEBPA	1050	18671304	TRRUST	unexamined
CEBPA	1050	12970736	TRRUST	unexamined
CEBPA	1050	9706399	TRRUST	unexamined
CEBPA	1050	12410800	TRRUST	unexamined
CEBPA	1050	24429361	TRRUST	unexamined
CEBPA	1050	11912209	TRRUST	unexamined
CEBPA	1050	11031103	TRRUST	unexamined
CEBPA	1050	14712233	TRRUST	unexamined
CEBPA	1050	18583320	TRRUST	unexamined
CEBPA	1050	10064725	TRRUST	unexamined
CEBPA	1050	21345218	TRRUST	unexamined
CEBPA	1050	19332118	TRRUST	unexamined
CEBPA	1050	10725797	TRRUST	unexamined
CEBPA	1050	14645007	TRRUST	unexamined
CEBPA	1050	10591537	TRRUST	unexamined
CEBPA	1050	16595692	TRRUST	unexamined
CEBPA	1050	20493910	TRRUST	unexamined
CEBPA	1050	18987666	TRRUST	unexamined
CEBPA	1050	21813505	TRRUST	unexamined
CEBPA	1050	21464964	TRRUST	unexamined
CEBPA	1050	20228061	TRRUST	unexamined
CEBPA	1050	18930917	TRRUST	unexamined
CEBPA	1050	10940886	TRRUST	unexamined
CEBPA	1050	21454593	TRRUST	unexamined
CEBPA	1050	18334608	TRRUST	unexamined
CEBPA	1050	19380823	TRRUST	unexamined
CEBPA	1050	10198420	TRRUST	unexamined
CEBPA	1050	16146692	TRRUST	unexamined
CEBPA	1050	12560325	TRRUST	unexamined
CEBPA	1050	10677505	TRRUST	unexamined
CEBPA	1050	20506344	TRRUST	unexamined
CEBPA	1050	12949251	TRRUST	unexamined
CEBPA	1050	12641495	TRRUST	unexamined
CEBPA	1050	12054659	TRRUST	unexamined
CEBPA	1050	10745028	TRRUST	unexamined
CEBPA	1050	11193754	TRRUST	unexamined
CEBPA	1050	12161423	TRRUST	unexamined
CEBPA	1050	19723763	TRRUST	unexamined
CEBPA	1050	17890326	TRRUST	unexamined
CEBPA	1050	8756629	TRRUST	unexamined
CEBPB	1051	10942517	CytReg	unexamined
CEBPB	1051	21455770	CytReg	unexamined
CEBPB	1051	26114754	CytReg	unexamined
CEBPB	1051	7513199	CytReg	unexamined
CEBPB	1051	26066982	CytReg	unexamined
CEBPB	1051	10383163	CytReg	unexamined
CEBPB	1051	10801783	CytReg	unexamined
CEBPB	1051	17283046	CytReg	unexamined
CEBPB	1051	17386941	CytReg	unexamined
CEBPB	1051	22074460	CytReg	unexamined
CEBPB	1051	9376596	CytReg	unexamined
CEBPB	1051	12516545	CytReg	unexamined
CEBPB	1051	15048722	CytReg	unexamined
CEBPB	1051	19915002	CytReg	unexamined
CEBPB	1051	7594540	CytReg	unexamined
CEBPB	1051	11120852	CytReg	unexamined
CEBPB	1051	12177065	CytReg	unexamined
CEBPB	1051	12706815	CytReg	unexamined
CEBPB	1051	15688424	CytReg	unexamined
CEBPB	1051	1730090	CytReg	unexamined
CEBPB	1051	19026986	CytReg	unexamined
CEBPB	1051	20511231	CytReg	unexamined
CEBPB	1051	23874122	CytReg	unexamined
CEBPB	1051	24012417	CytReg	unexamined
CEBPB	1051	7744784	CytReg	unexamined
CEBPB	1051	9182853	CytReg	unexamined
CEBPB	1051	9648065	CytReg	unexamined
CEBPB	1051	12707271	CytReg	unexamined
CEBPB	1051	12748173	CytReg	unexamined
CEBPB	1051	14645117	CytReg	unexamined
CEBPB	1051	15085176	CytReg	unexamined
CEBPB	1051	16818736	CytReg	unexamined
CEBPB	1051	17471497	CytReg	unexamined
CEBPB	1051	19109189	CytReg	unexamined
CEBPB	1051	19734226	CytReg	unexamined
CEBPB	1051	20861254	CytReg	unexamined
CEBPB	1051	21255844	CytReg	unexamined
CEBPB	1051	23051921	CytReg	unexamined
CEBPB	1051	24038085	CytReg	unexamined
CEBPB	1051	27856305	CytReg	unexamined
CEBPB	1051	8999951	CytReg	unexamined
CEBPB	1051	12493739	CytReg	unexamined
CEBPB	1051	12847250	CytReg	unexamined
CEBPB	1051	24715531	CytReg	unexamined
CEBPB	1051	22981205	CytReg	unexamined
CEBPB	1051	18649942	CytReg	unexamined
CEBPB	1051	20702408	CytReg	unexamined
CEBPB	1051	9885903	CytReg	unexamined
CEBPB	1051	11413310	CytReg	unexamined
CEBPB	1051	12388374	CytReg	unexamined
CEBPB	1051	19801677	CytReg	unexamined
CEBPB	1051	22911498	CytReg	unexamined
CEBPB	1051	10748079	CytReg	unexamined
CEBPB	1051	10754326	CytReg	unexamined
CEBPB	1051	9566900	CytReg	unexamined
CEBPB	1051	20225273	CytReg	unexamined
CEBPB	1051	25811130	CytReg	unexamined
CEBPB	1051	21527503	ENdb	unexamined
CEBPB	1051	21402921	ENdb	unexamined
CEBPB	1051	24285714	ENdb	unexamined
CEBPB	1051	21310710	ENdb	unexamined
CEBPB	1051	21551367	ENdb	unexamined
CEBPB	1051	26656844	ENdb	unexamined
CEBPB	1051	22260630	ENdb	unexamined
CEBPB	1051	24368734	ENdb	unexamined
CEBPB	1051	27941798	ENdb	unexamined
CEBPB	1051	18684932	HTRIdb_LC	unexamined
CEBPB	1051	10855690	HTRIdb_LC	unexamined
CEBPB	1051	15778453	HTRIdb_LC	unexamined
CEBPB	1051	18182446	HTRIdb_LC	unexamined
CEBPB	1051	18682532	HTRIdb_LC	unexamined
CEBPB	1051	18555208	HTRIdb_LC	unexamined
CEBPB	1051	12571239	HTRIdb_LC	unexamined
CEBPB	1051	20690902	HTRIdb_LC	unexamined
CEBPB	1051	12496392	HTRIdb_LC	unexamined
CEBPB	1051	16818736	HTRIdb_LC	unexamined
CEBPB	1051	16563127	HTRIdb_LC	unexamined
CEBPB	1051	19248099	HTRIdb_LC	unexamined
CEBPB	1051	18840095	HTRIdb_LC	unexamined
CEBPB	1051	18367585	HTRIdb_LC	unexamined
CEBPB	1051	10956548	HTRIdb_LC	unexamined
CEBPB	1051	19043455	HTRIdb_LC	unexamined
CEBPB	1051	9706399	HTRIdb_LC	unexamined
CEBPB	1051	16864713	HTRIdb_LC	unexamined
CEBPB	1051	15652157	HTRIdb_LC	unexamined
CEBPB	1051	18583320	HTRIdb_LC	unexamined
CEBPB	1051	7876106	HTRIdb_LC	unexamined
CEBPB	1051	19523687	HTRIdb_LC	unexamined
CEBPB	1051	18852215	HTRIdb_LC	unexamined
CEBPB	1051	20225273	HTRIdb_LC	unexamined
CEBPB	1051	12482935	InnateDB	unexamined
CEBPB	1051	12759449	InnateDB	unexamined
CEBPB	1051	19717648	InnateDB	unexamined
CEBPB	1051	19487031	InnateDB	unexamined
CEBPB	1051	11160296	InnateDB	unexamined
CEBPB	1051	17513780	InnateDB	unexamined
CEBPB	1051	21659508	InnateDB	unexamined
CEBPB	1051	10453008	InnateDB	unexamined
CEBPB	1051	21737519	InnateDB	unexamined
CEBPB	1051	18555208	InnateDB	unexamined
CEBPB	1051	18682532	InnateDB	unexamined
CEBPB	1051	18647749	InnateDB	unexamined
CEBPB	1051	9885903	InnateDB	unexamined
CEBPB	1051	19632992	InnateDB	unexamined
CEBPB	1051	22745191	InnateDB	unexamined
CEBPB	1051	16439360	InnateDB	unexamined
CEBPB	1051	17283046	InnateDB	unexamined
CEBPB	1051	17386941	InnateDB	unexamined
CEBPB	1051	19915002	InnateDB	unexamined
CEBPB	1051	12706815	InnateDB	unexamined
CEBPB	1051	24012417	InnateDB	unexamined
CEBPB	1051	19064995	InnateDB	unexamined
CEBPB	1051	24038085	InnateDB	unexamined
CEBPB	1051	22763786	InnateDB	unexamined
CEBPB	1051	20220144	InnateDB	unexamined
CEBPB	1051	19903813	InnateDB	unexamined
CEBPB	1051	18203738	InnateDB	unexamined
CEBPB	1051	14514692	InnateDB	unexamined
CEBPB	1051	19723873	InnateDB	unexamined
CEBPB	1051	19248099	InnateDB	unexamined
CEBPB	1051	18840095	InnateDB	unexamined
CEBPB	1051	20829351	InnateDB	unexamined
CEBPB	1051	12202480	InnateDB	unexamined
CEBPB	1051	18820298	InnateDB	unexamined
CEBPB	1051	12665576	InnateDB	unexamined
CEBPB	1051	12388374	InnateDB	unexamined
CEBPB	1051	15652157	InnateDB	unexamined
CEBPB	1051	19703474	InnateDB	unexamined
CEBPB	1051	20357818	InnateDB	unexamined
CEBPB	1051	18026136	InnateDB	unexamined
CEBPB	1051	16461934	InnateDB	unexamined
CEBPB	1051	15922518	InnateDB	unexamined
CEBPB	1051	16326703	InnateDB	unexamined
CEBPB	1051	18987666	InnateDB	unexamined
CEBPB	1051	15509789	InnateDB	unexamined
CEBPB	1051	20179325	InnateDB	unexamined
CEBPB	1051	21455770	InnateDB	unexamined
CEBPB	1051	20564225	InnateDB	unexamined
CEBPB	1051	17060461	InnateDB	unexamined
CEBPB	1051	19344698	InnateDB	unexamined
CEBPB	1051	12177065	InnateDB	unexamined
CEBPB	1051	16798734	InnateDB	unexamined
CEBPB	1051	19244213	InnateDB	unexamined
CEBPB	1051	19801677	InnateDB	unexamined
CEBPB	1051	20581311	InnateDB	unexamined
CEBPB	1051	12902503	InnateDB	unexamined
CEBPB	1051	18586011	InnateDB	unexamined
CEBPB	1051	23472114	InnateDB	unexamined
CEBPB	1051	17584738	InnateDB	unexamined
CEBPB	1051	19491401	InnateDB	unexamined
CEBPB	1051	19811452	InnateDB	unexamined
CEBPB	1051	24023826	InnateDB	unexamined
CEBPB	1051	18250155	InnateDB	unexamined
CEBPB	1051	18339625	InnateDB	unexamined
CEBPB	1051	20861254	InnateDB	unexamined
CEBPB	1051	19652026	InnateDB	unexamined
CEBPB	1051	15755877	ORegAnno_LC	unexamined
CEBPB	1051	12496392	ORegAnno_LC	unexamined
CEBPB	1051	15085176	ORegAnno_LC	unexamined
CEBPB	1051	15809228	ORegAnno_LC	unexamined
CEBPB	1051	29546425	PubMedQuery	unexamined
CEBPB	1051	28977591	PubMedQuery	unexamined
CEBPB	1051	27325353	PubMedQuery	unexamined
CEBPB	1051	26997274	PubMedQuery	unexamined
CEBPB	1051	26374165	PubMedQuery	unexamined
CEBPB	1051	25772238	PubMedQuery	unexamined
CEBPB	1051	25612620	PubMedQuery	unexamined
CEBPB	1051	25453873	PubMedQuery	unexamined
CEBPB	1051	25403356	PubMedQuery	unexamined
CEBPB	1051	24149112	PubMedQuery	unexamined
CEBPB	1051	23741337	PubMedQuery	unexamined
CEBPB	1051	23711709	PubMedQuery	unexamined
CEBPB	1051	23436360	PubMedQuery	unexamined
CEBPB	1051	23403033	PubMedQuery	unexamined
CEBPB	1051	23097472	PubMedQuery	unexamined
CEBPB	1051	21317192	PubMedQuery	unexamined
CEBPB	1051	21292824	PubMedQuery	unexamined
CEBPB	1051	20446924	PubMedQuery	unexamined
CEBPB	1051	20382118	PubMedQuery	unexamined
CEBPB	1051	20225273	PubMedQuery	unexamined
CEBPB	1051	20220144	PubMedQuery	unexamined
CEBPB	1051	20200402	PubMedQuery	unexamined
CEBPB	1051	1620113	TFactS	unexamined
CEBPB	1051	16172914	TFactS	unexamined
CEBPB	1051	19088256	TFactS	unexamined
CEBPB	1051	7708053	TFactS	unexamined
CEBPB	1051	7659086	TFactS	unexamined
CEBPB	1051	9040943	TFactS	unexamined
CEBPB	1051	11278846	TFactS	unexamined
CEBPB	1051	20506344	TFactS	unexamined
CEBPB	1051	12410800	TFactS	unexamined
CEBPB	1051	1737800	TFactS	unexamined
CEBPB	1051	14701722	TFactS	unexamined
CEBPB	1051	19663997	TFactS	unexamined
CEBPB	1051	17060461	TFactS	unexamined
CEBPB	1051	15762841	TFactS	unexamined
CEBPB	1051	19126543	TFactS	unexamined
CEBPB	1051	15809228	TFe	unexamined
CEBPB	1051	15041706	TRRUST	unexamined
CEBPB	1051	12460196	TRRUST	unexamined
CEBPB	1051	19652226	TRRUST	unexamined
CEBPB	1051	11012671	TRRUST	unexamined
CEBPB	1051	10942517	TRRUST	unexamined
CEBPB	1051	12630823	TRRUST	unexamined
CEBPB	1051	9480831	TRRUST	unexamined
CEBPB	1051	19487031	TRRUST	unexamined
CEBPB	1051	12667216	TRRUST	unexamined
CEBPB	1051	23361365	TRRUST	unexamined
CEBPB	1051	10453008	TRRUST	unexamined
CEBPB	1051	10855690	TRRUST	unexamined
CEBPB	1051	14522018	TRRUST	unexamined
CEBPB	1051	11994385	TRRUST	unexamined
CEBPB	1051	7635140	TRRUST	unexamined
CEBPB	1051	8603036	TRRUST	unexamined
CEBPB	1051	20082847	TRRUST	unexamined
