record_id	node	label	n_experiment
exp_1169	UBERON_0011215	central nervous system cell part cluster	71
exp_1171	UBERON_0011215	central nervous system cell part cluster	71
exp_3303	UBERON_0011215	central nervous system cell part cluster	71
exp_3300	UBERON_0011215	central nervous system cell part cluster	71
exp_3305	UBERON_0011215	central nervous system cell part cluster	71
exp_3302	UBERON_0011215	central nervous system cell part cluster	71
exp_3301	UBERON_0011215	central nervous system cell part cluster	71
exp_3929	UBERON_0011215	central nervous system cell part cluster	71
exp_3927	UBERON_0011215	central nervous system cell part cluster	71
exp_3585	UBERON_0011215	central nervous system cell part cluster	71
exp_3586	UBERON_0011215	central nervous system cell part cluster	71
exp_3587	UBERON_0011215	central nervous system cell part cluster	71
exp_3928	UBERON_0011215	central nervous system cell part cluster	71
exp_3689	UBERON_0011215	central nervous system cell part cluster	71
exp_3925	UBERON_0011215	central nervous system cell part cluster	71
exp_3926	UBERON_0011215	central nervous system cell part cluster	71
exp_3921	UBERON_0011215	central nervous system cell part cluster	71
exp_3922	UBERON_0011215	central nervous system cell part cluster	71
exp_3923	UBERON_0011215	central nervous system cell part cluster	71
exp_3924	UBERON_0011215	central nervous system cell part cluster	71
exp_3471	UBERON_0011215	central nervous system cell part cluster	71
exp_3841	UBERON_0011215	central nervous system cell part cluster	71
exp_0937	UBERON_0011215	central nervous system cell part cluster	71
exp_0939	UBERON_0011215	central nervous system cell part cluster	71
exp_3522	UBERON_0011215	central nervous system cell part cluster	71
exp_3475	UBERON_0011215	central nervous system cell part cluster	71
exp_3066	UBERON_0011215	central nervous system cell part cluster	71
exp_3067	UBERON_0011215	central nervous system cell part cluster	71
exp_3436	UBERON_0011215	central nervous system cell part cluster	71
exp_2932	UBERON_0001869	cerebral hemisphere	71
exp_2934	UBERON_0001869	cerebral hemisphere	71
exp_3607	UBERON_0001869	cerebral hemisphere	71
exp_3610	UBERON_0001869	cerebral hemisphere	71
exp_3728	UBERON_0001869	cerebral hemisphere	71
exp_3394	UBERON_0001869	cerebral hemisphere	71
exp_3396	UBERON_0001869	cerebral hemisphere	71
exp_1113	UBERON_0001869	cerebral hemisphere	71
exp_1117	UBERON_0001869	cerebral hemisphere	71
exp_3627	UBERON_0001869	cerebral hemisphere	71
exp_3404	UBERON_0001869	cerebral hemisphere	71
exp_3405	UBERON_0001869	cerebral hemisphere	71
exp_3431	UBERON_0001869	cerebral hemisphere	71
exp_3433	UBERON_0001869	cerebral hemisphere	71
exp_0132	UBERON_0001869	cerebral hemisphere	71
exp_3458	UBERON_0001869	cerebral hemisphere	71
exp_3459	UBERON_0001869	cerebral hemisphere	71
exp_3553	UBERON_0001869	cerebral hemisphere	71
exp_2312	UBERON_0001869	cerebral hemisphere	71
exp_3681	UBERON_0001869	cerebral hemisphere	71
exp_3683	UBERON_0001869	cerebral hemisphere	71
