Node	Node_Long	Definition	OntologyScope
UBERON_2001898	http://purl.obolibrary.org/obo/UBERON_2001898	ceratobranchial element	UBERON
UBERON_0022241	http://purl.obolibrary.org/obo/UBERON_0022241	superior thalamic peduncle	UBERON
UBERON_0022243	http://purl.obolibrary.org/obo/UBERON_0022243	posterior thalamic peduncle	UBERON
UBERON_0022242	http://purl.obolibrary.org/obo/UBERON_0022242	inferior thalamic peduncle	UBERON
UBERON_0022244	http://purl.obolibrary.org/obo/UBERON_0022244	anterior orbital gyrus	UBERON
UBERON_0022247	http://purl.obolibrary.org/obo/UBERON_0022247	forebrain ipsilateral fiber tracts	UBERON
UBERON_0022246	http://purl.obolibrary.org/obo/UBERON_0022246	superior longitudinal fasciculus	UBERON
UBERON_0011511	http://purl.obolibrary.org/obo/UBERON_0011511	iliococcygeus muscle	UBERON
UBERON_0011510	http://purl.obolibrary.org/obo/UBERON_0011510	cloacal bursa	UBERON
UBERON_0011508	http://purl.obolibrary.org/obo/UBERON_0011508	sphincter colli superficialis muscle	UBERON
UBERON_0011509	http://purl.obolibrary.org/obo/UBERON_0011509	sphincter colli profundus muscle	UBERON
UBERON_0035501	http://purl.obolibrary.org/obo/UBERON_0035501	unencapsulated tactile receptor	UBERON
UBERON_0035505	http://purl.obolibrary.org/obo/UBERON_0035505	right inguinal part of abdomen	UBERON
UBERON_0035508	http://purl.obolibrary.org/obo/UBERON_0035508	branch of posterior cerebral artery	UBERON
UBERON_0010220	http://purl.obolibrary.org/obo/UBERON_0010220	arytenoid pre-cartilage condensation	UBERON
UBERON_0010223	http://purl.obolibrary.org/obo/UBERON_0010223	left pupil	UBERON
UBERON_0010224	http://purl.obolibrary.org/obo/UBERON_0010224	right pupil	UBERON
UBERON_0010221	http://purl.obolibrary.org/obo/UBERON_0010221	laryngeal associated mesenchyme	UBERON
UBERON_0010222	http://purl.obolibrary.org/obo/UBERON_0010222	anatomical line between pupils	UBERON
UBERON_0010214	http://purl.obolibrary.org/obo/UBERON_0010214	cricoid pre-cartilage condensation	UBERON
UBERON_2001800	http://purl.obolibrary.org/obo/UBERON_2001800	cephalic rib	UBERON
UBERON_0010215	http://purl.obolibrary.org/obo/UBERON_0010215	arytenoid swellings	UBERON
UBERON_2001801	http://purl.obolibrary.org/obo/UBERON_2001801	quadrate-hyomandibula joint	UBERON
UBERON_2001804	http://purl.obolibrary.org/obo/UBERON_2001804	olfactory nerve foramen	UBERON
UBERON_0010219	http://purl.obolibrary.org/obo/UBERON_0010219	thyroid pre-cartilage condensation	UBERON
UBERON_2001803	http://purl.obolibrary.org/obo/UBERON_2001803	quadrate-metapterygoid joint	UBERON
UBERON_2001806	http://purl.obolibrary.org/obo/UBERON_2001806	intracranial diverticulum of swimbladder	UBERON
UBERON_2001805	http://purl.obolibrary.org/obo/UBERON_2001805	articular bone	UBERON
UBERON_2001808	http://purl.obolibrary.org/obo/UBERON_2001808	facial foramen	UBERON
UBERON_2001807	http://purl.obolibrary.org/obo/UBERON_2001807	preepiotic fossa	UBERON
UBERON_2001809	http://purl.obolibrary.org/obo/UBERON_2001809	trigeminal foramen	UBERON
UBERON_0010212	http://purl.obolibrary.org/obo/UBERON_0010212	laryngeal apparatus	UBERON
UBERON_0010213	http://purl.obolibrary.org/obo/UBERON_0010213	laryngeal pre-cartilage condensation	UBERON
UBERON_0010210	http://purl.obolibrary.org/obo/UBERON_0010210	blood clot	UBERON
UBERON_0010211	http://purl.obolibrary.org/obo/UBERON_0010211	granulation tissue	UBERON
UBERON_0010205	http://purl.obolibrary.org/obo/UBERON_0010205	mesencephalic vein	UBERON
UBERON_0011535	http://purl.obolibrary.org/obo/UBERON_0011535	chondroglossus muscle	UBERON
UBERON_0011534	http://purl.obolibrary.org/obo/UBERON_0011534	abductor pollicis muscle	UBERON
UBERON_0010204	http://purl.obolibrary.org/obo/UBERON_0010204	tail vasculature	UBERON
UBERON_0010209	http://purl.obolibrary.org/obo/UBERON_0010209	plica semilunaris of conjunctiva	UBERON
UBERON_0010207	http://purl.obolibrary.org/obo/UBERON_0010207	nictitating membrane	UBERON
UBERON_0011533	http://purl.obolibrary.org/obo/UBERON_0011533	abductor pollicis, radioulna-prepollox	UBERON
UBERON_0010202	http://purl.obolibrary.org/obo/UBERON_0010202	lateral line	UBERON
UBERON_0011532	http://purl.obolibrary.org/obo/UBERON_0011532	female pubococcygeus muscle	UBERON
UBERON_0011531	http://purl.obolibrary.org/obo/UBERON_0011531	male pubococcygeus muscle	UBERON
UBERON_2001820	http://purl.obolibrary.org/obo/UBERON_2001820	posterior nuchal plate	UBERON
UBERON_0009216	http://purl.obolibrary.org/obo/UBERON_0009216	pharyngeal membrane of 3rd arch	UBERON
UBERON_0009217	http://purl.obolibrary.org/obo/UBERON_0009217	pharyngeal membrane of 4th arch	UBERON
UBERON_2001822	http://purl.obolibrary.org/obo/UBERON_2001822	epibranchial 3 bone uncinate process	UBERON
UBERON_2001821	http://purl.obolibrary.org/obo/UBERON_2001821	notochord posterior region	UBERON
UBERON_2001824	http://purl.obolibrary.org/obo/UBERON_2001824	lateral line scale	UBERON
UBERON_2001823	http://purl.obolibrary.org/obo/UBERON_2001823	epibranchial 4 bone uncinate process	UBERON
UBERON_0011528	http://purl.obolibrary.org/obo/UBERON_0011528	pubococcygeus muscle	UBERON
UBERON_2001826	http://purl.obolibrary.org/obo/UBERON_2001826	urohyal median process	UBERON
UBERON_2001825	http://purl.obolibrary.org/obo/UBERON_2001825	urohyal lateral process	UBERON
UBERON_2001828	http://purl.obolibrary.org/obo/UBERON_2001828	primordial ligament	UBERON
UBERON_2001827	http://purl.obolibrary.org/obo/UBERON_2001827	premaxillary-maxillary ligament	UBERON
UBERON_0009210	http://purl.obolibrary.org/obo/UBERON_0009210	pharyngeal membrane	UBERON
UBERON_2001829	http://purl.obolibrary.org/obo/UBERON_2001829	caudal fin dorsal procurrent ray	UBERON
UBERON_0009213	http://purl.obolibrary.org/obo/UBERON_0009213	pharyngeal membrane of 1st arch	UBERON
UBERON_0009215	http://purl.obolibrary.org/obo/UBERON_0009215	pharyngeal membrane of 2nd arch	UBERON
UBERON_0009205	http://purl.obolibrary.org/obo/UBERON_0009205	lateral nasal process mesenchyme	UBERON
UBERON_0009206	http://purl.obolibrary.org/obo/UBERON_0009206	lateral nasal process surface ectoderm	UBERON
UBERON_2001811	http://purl.obolibrary.org/obo/UBERON_2001811	infraorbital sensory canal	UBERON
UBERON_0009207	http://purl.obolibrary.org/obo/UBERON_0009207	geschmacksstreifen	UBERON
UBERON_2001810	http://purl.obolibrary.org/obo/UBERON_2001810	supraorbital sensory canal	UBERON
UBERON_0011512	http://purl.obolibrary.org/obo/UBERON_0011512	puborectalis muscle	UBERON
UBERON_2001813	http://purl.obolibrary.org/obo/UBERON_2001813	preopercular sensory canal	UBERON
UBERON_2001812	http://purl.obolibrary.org/obo/UBERON_2001812	preoperculo-mandibular sensory canal	UBERON
UBERON_2001815	http://purl.obolibrary.org/obo/UBERON_2001815	nuchal plate	UBERON
UBERON_2001814	http://purl.obolibrary.org/obo/UBERON_2001814	mandibular sensory canal	UBERON
UBERON_2001817	http://purl.obolibrary.org/obo/UBERON_2001817	middle nuchal plate	UBERON
UBERON_2001816	http://purl.obolibrary.org/obo/UBERON_2001816	anterior nuchal plate	UBERON
UBERON_2001819	http://purl.obolibrary.org/obo/UBERON_2001819	dorsal fin proximal radial bone 2	UBERON
UBERON_2001818	http://purl.obolibrary.org/obo/UBERON_2001818	dorsal fin proximal radial bone 1	UBERON
UBERON_0009200	http://purl.obolibrary.org/obo/UBERON_0009200	limb epidermis	UBERON
UBERON_0009201	http://purl.obolibrary.org/obo/UBERON_0009201	nephric duct	UBERON
UBERON_0009202	http://purl.obolibrary.org/obo/UBERON_0009202	vasa recta descending limb	UBERON
UBERON_0009203	http://purl.obolibrary.org/obo/UBERON_0009203	internasal suture	UBERON
UBERON_0009204	http://purl.obolibrary.org/obo/UBERON_0009204	medial nasal process mesenchyme	UBERON
UBERON_0000934	http://purl.obolibrary.org/obo/UBERON_0000934	ventral nerve cord	UBERON
UBERON_4300002	http://purl.obolibrary.org/obo/UBERON_4300002	palatine prong	UBERON
UBERON_0000935	http://purl.obolibrary.org/obo/UBERON_0000935	anterior commissure	UBERON
UBERON_4300003	http://purl.obolibrary.org/obo/UBERON_4300003	urodermal bone	UBERON
UBERON_0000936	http://purl.obolibrary.org/obo/UBERON_0000936	posterior commissure	UBERON
UBERON_4300004	http://purl.obolibrary.org/obo/UBERON_4300004	scale pocket	UBERON
UBERON_0000930	http://purl.obolibrary.org/obo/UBERON_0000930	stomodeum	UBERON
UBERON_0000931	http://purl.obolibrary.org/obo/UBERON_0000931	proctodeum	UBERON
UBERON_0000933	http://purl.obolibrary.org/obo/UBERON_0000933	pharyngeal muscle	UBERON
UBERON_0000939	http://purl.obolibrary.org/obo/UBERON_0000939	imaginal disc	UBERON
UBERON_3000406	http://purl.obolibrary.org/obo/UBERON_3000406	pars interna plectri	UBERON
UBERON_3000405	http://purl.obolibrary.org/obo/UBERON_3000405	pars inferior of labyrinth	UBERON
UBERON_3000401	http://purl.obolibrary.org/obo/UBERON_3000401	pars facialis of maxillopalatine	UBERON
UBERON_3000400	http://purl.obolibrary.org/obo/UBERON_3000400	pars facialis of maxilla	UBERON
UBERON_3000408	http://purl.obolibrary.org/obo/UBERON_3000408	pars media plectri	UBERON
UBERON_4300012	http://purl.obolibrary.org/obo/UBERON_4300012	clavus	UBERON
UBERON_0000923	http://purl.obolibrary.org/obo/UBERON_0000923	germ layer	UBERON
UBERON_4300013	http://purl.obolibrary.org/obo/UBERON_4300013	paired fin radial skeleton	UBERON
UBERON_0000924	http://purl.obolibrary.org/obo/UBERON_0000924	ectoderm	UBERON
UBERON_4300014	http://purl.obolibrary.org/obo/UBERON_4300014	dorsal cleithrum	UBERON
UBERON_0000925	http://purl.obolibrary.org/obo/UBERON_0000925	endoderm	UBERON
UBERON_4300015	http://purl.obolibrary.org/obo/UBERON_4300015	ventral cleithrum	UBERON
UBERON_0000926	http://purl.obolibrary.org/obo/UBERON_0000926	mesoderm	UBERON
UBERON_0000920	http://purl.obolibrary.org/obo/UBERON_0000920	egg chorion	UBERON
UBERON_0000922	http://purl.obolibrary.org/obo/UBERON_0000922	embryo	UBERON
UBERON_0000927	http://purl.obolibrary.org/obo/UBERON_0000927	mesectoderm	UBERON
UBERON_0000929	http://purl.obolibrary.org/obo/UBERON_0000929	pharyngeal branch of vagus nerve	UBERON
UBERON_4300005	http://purl.obolibrary.org/obo/UBERON_4300005	aphakic space	UBERON
UBERON_4300006	http://purl.obolibrary.org/obo/UBERON_4300006	scale row	UBERON
UBERON_4300007	http://purl.obolibrary.org/obo/UBERON_4300007	medial pelvic process	UBERON
UBERON_4300008	http://purl.obolibrary.org/obo/UBERON_4300008	epipleural series	UBERON
UBERON_4300023	http://purl.obolibrary.org/obo/UBERON_4300023	interolateral plate	UBERON
UBERON_0000912	http://purl.obolibrary.org/obo/UBERON_0000912	mucus	UBERON
UBERON_4300024	http://purl.obolibrary.org/obo/UBERON_4300024	spinal plate	UBERON
UBERON_0000913	http://purl.obolibrary.org/obo/UBERON_0000913	interstitial fluid	UBERON
UBERON_4300025	http://purl.obolibrary.org/obo/UBERON_4300025	posterior dorsolateral plate	UBERON
UBERON_0000914	http://purl.obolibrary.org/obo/UBERON_0000914	organismal segment	UBERON
UBERON_0000915	http://purl.obolibrary.org/obo/UBERON_0000915	thoracic segment of trunk	UBERON
UBERON_4300026	http://purl.obolibrary.org/obo/UBERON_4300026	anterior ventrolateral plate	UBERON
UBERON_4300020	http://purl.obolibrary.org/obo/UBERON_4300020	anal fin basal cartilage	UBERON
UBERON_4300021	http://purl.obolibrary.org/obo/UBERON_4300021	anterolateral plate	UBERON
UBERON_0000910	http://purl.obolibrary.org/obo/UBERON_0000910	chyme	UBERON
UBERON_4300022	http://purl.obolibrary.org/obo/UBERON_4300022	anteroventral plate	UBERON
UBERON_0000911	http://purl.obolibrary.org/obo/UBERON_0000911	chyle	UBERON
UBERON_3000431	http://purl.obolibrary.org/obo/UBERON_3000431	pila antoptica	UBERON
UBERON_0000916	http://purl.obolibrary.org/obo/UBERON_0000916	abdomen	UBERON
UBERON_3000428	http://purl.obolibrary.org/obo/UBERON_3000428	perilymphatic system	UBERON
UBERON_4300016	http://purl.obolibrary.org/obo/UBERON_4300016	pelvic cartilage	UBERON
UBERON_4300017	http://purl.obolibrary.org/obo/UBERON_4300017	rostrodermethmoid	UBERON
UBERON_4300018	http://purl.obolibrary.org/obo/UBERON_4300018	ventral marginal cartilage	UBERON
UBERON_4300019	http://purl.obolibrary.org/obo/UBERON_4300019	dorsal fin basal cartilage (elasmobranchs)	UBERON
UBERON_4300034	http://purl.obolibrary.org/obo/UBERON_4300034	antorbital cartilage	UBERON
UBERON_4300035	http://purl.obolibrary.org/obo/UBERON_4300035	supraneural element	UBERON
UBERON_4300036	http://purl.obolibrary.org/obo/UBERON_4300036	supraneural cartilage	UBERON
UBERON_4300037	http://purl.obolibrary.org/obo/UBERON_4300037	bony fin ray	UBERON
UBERON_4300030	http://purl.obolibrary.org/obo/UBERON_4300030	flexor caudalis muscle	UBERON
UBERON_4300031	http://purl.obolibrary.org/obo/UBERON_4300031	fin web	UBERON
UBERON_4300032	http://purl.obolibrary.org/obo/UBERON_4300032	posterior dorsal fin basal cartilage (elasmobranchs)	UBERON
UBERON_4300033	http://purl.obolibrary.org/obo/UBERON_4300033	anterior dorsal fin basal cartilage (elasmobranchs)	UBERON
UBERON_3000441	http://purl.obolibrary.org/obo/UBERON_3000441	planum triangulare	UBERON
UBERON_3000440	http://purl.obolibrary.org/obo/UBERON_3000440	planum terminale	UBERON
UBERON_0000908	http://purl.obolibrary.org/obo/UBERON_0000908	hippocampal commissure	UBERON
UBERON_3000438	http://purl.obolibrary.org/obo/UBERON_3000438	planum internasale	UBERON
UBERON_3000437	http://purl.obolibrary.org/obo/UBERON_3000437	planum conchale	UBERON
UBERON_3000434	http://purl.obolibrary.org/obo/UBERON_3000434	planum antorbitale	UBERON
UBERON_3000433	http://purl.obolibrary.org/obo/UBERON_3000433	pineal foramen	UBERON
UBERON_3000432	http://purl.obolibrary.org/obo/UBERON_3000432	pila metoptica	UBERON
UBERON_4300028	http://purl.obolibrary.org/obo/UBERON_4300028	posterior ventrolateral plate	UBERON
UBERON_4300029	http://purl.obolibrary.org/obo/UBERON_4300029	dermal neck joint	UBERON
UBERON_2000481	http://purl.obolibrary.org/obo/UBERON_2000481	caudal preglomerular nucleus	UBERON
UBERON_6001135	http://purl.obolibrary.org/obo/UBERON_6001135	proneural cluster	UBERON
UBERON_3000453	http://purl.obolibrary.org/obo/UBERON_3000453	posterolateral vomerine process	UBERON
UBERON_2000480	http://purl.obolibrary.org/obo/UBERON_2000480	caudal octavolateralis nucleus	UBERON
UBERON_3000451	http://purl.obolibrary.org/obo/UBERON_3000451	posterior ramus of pterygoid	UBERON
UBERON_2000482	http://purl.obolibrary.org/obo/UBERON_2000482	caudal tuberal nucleus	UBERON
UBERON_3000450	http://purl.obolibrary.org/obo/UBERON_3000450	posterior mental process	UBERON
UBERON_2000485	http://purl.obolibrary.org/obo/UBERON_2000485	central nucleus inferior lobe	UBERON
UBERON_2000484	http://purl.obolibrary.org/obo/UBERON_2000484	celiacomesenteric artery	UBERON
UBERON_3000449	http://purl.obolibrary.org/obo/UBERON_3000449	posterior maxillary process dorsal process	UBERON
UBERON_3000448	http://purl.obolibrary.org/obo/UBERON_3000448	posterior maxillary process	UBERON
UBERON_2000479	http://purl.obolibrary.org/obo/UBERON_2000479	caudal mesencephalo-cerebellar tract	UBERON
UBERON_3000446	http://purl.obolibrary.org/obo/UBERON_3000446	posterior condyle	UBERON
UBERON_3000443	http://purl.obolibrary.org/obo/UBERON_3000443	plectral apparatus	UBERON
UBERON_4300038	http://purl.obolibrary.org/obo/UBERON_4300038	facet	UBERON
UBERON_2000474	http://purl.obolibrary.org/obo/UBERON_2000474	intercalar	UBERON
UBERON_2000476	http://purl.obolibrary.org/obo/UBERON_2000476	branchiostegal ray	UBERON
UBERON_2000475	http://purl.obolibrary.org/obo/UBERON_2000475	paraventricular organ	UBERON
UBERON_2001798	http://purl.obolibrary.org/obo/UBERON_2001798	epicentral bone	UBERON
UBERON_2001797	http://purl.obolibrary.org/obo/UBERON_2001797	epibranchial 1 bone uncinate process	UBERON
UBERON_2000466	http://purl.obolibrary.org/obo/UBERON_2000466	anal depressor	UBERON
UBERON_2000469	http://purl.obolibrary.org/obo/UBERON_2000469	anterior semicircular canal primordium	UBERON
UBERON_3000459	http://purl.obolibrary.org/obo/UBERON_3000459	prearticular coronoid process	UBERON
UBERON_2001799	http://purl.obolibrary.org/obo/UBERON_2001799	recessus lateralis	UBERON
UBERON_2000468	http://purl.obolibrary.org/obo/UBERON_2000468	anterior crista primordium	UBERON
UBERON_3000454	http://purl.obolibrary.org/obo/UBERON_3000454	postnasal wall	UBERON
UBERON_2000499	http://purl.obolibrary.org/obo/UBERON_2000499	dorsal arrector	UBERON
UBERON_3000467	http://purl.obolibrary.org/obo/UBERON_3000467	preorbital process of the pars facialis of the maxilla	UBERON
UBERON_2000492	http://purl.obolibrary.org/obo/UBERON_2000492	coracoradialis	UBERON
UBERON_3000486	http://purl.obolibrary.org/obo/UBERON_3000486	processus ascendens plectri	UBERON
UBERON_2000495	http://purl.obolibrary.org/obo/UBERON_2000495	infraorbital 5	UBERON
UBERON_2000498	http://purl.obolibrary.org/obo/UBERON_2000498	dilator operculi	UBERON
UBERON_2000497	http://purl.obolibrary.org/obo/UBERON_2000497	pelvic adductor profundus	UBERON
UBERON_2000488	http://purl.obolibrary.org/obo/UBERON_2000488	ceratobranchial bone	UBERON
UBERON_3011121	http://purl.obolibrary.org/obo/UBERON_3011121	late distal segment	UBERON
UBERON_3011120	http://purl.obolibrary.org/obo/UBERON_3011120	early proximal tubule	UBERON
UBERON_4300089	http://purl.obolibrary.org/obo/UBERON_4300089	propterygium bone	UBERON
UBERON_4300087	http://purl.obolibrary.org/obo/UBERON_4300087	mesopterygium bone	UBERON
UBERON_4300088	http://purl.obolibrary.org/obo/UBERON_4300088	metapterygium bone	UBERON
UBERON_4300081	http://purl.obolibrary.org/obo/UBERON_4300081	mesopterygium element	UBERON
UBERON_4300082	http://purl.obolibrary.org/obo/UBERON_4300082	metapterygium element	UBERON
UBERON_4300083	http://purl.obolibrary.org/obo/UBERON_4300083	propterygium element	UBERON
UBERON_3000494	http://purl.obolibrary.org/obo/UBERON_3000494	processus lingualis of pterygoid	UBERON
UBERON_3000493	http://purl.obolibrary.org/obo/UBERON_3000493	processus internus of pseudoangular	UBERON
UBERON_3000492	http://purl.obolibrary.org/obo/UBERON_3000492	processus infrafenestralis	UBERON
UBERON_0022292	http://purl.obolibrary.org/obo/UBERON_0022292	splenic arteriole	UBERON
UBERON_0022294	http://purl.obolibrary.org/obo/UBERON_0022294	morphological boundary	UBERON
UBERON_0022293	http://purl.obolibrary.org/obo/UBERON_0022293	reproductive gland secretion	UBERON
UBERON_0022296	http://purl.obolibrary.org/obo/UBERON_0022296	inferior palpebral branch of infra-orbital nerve	UBERON
UBERON_0022295	http://purl.obolibrary.org/obo/UBERON_0022295	integumental surface	UBERON
UBERON_0022298	http://purl.obolibrary.org/obo/UBERON_0022298	lower eyelid nerve	UBERON
UBERON_0022297	http://purl.obolibrary.org/obo/UBERON_0022297	palpebral branch of infra-orbital nerve	UBERON
UBERON_0022299	http://purl.obolibrary.org/obo/UBERON_0022299	upper eyelid nerve	UBERON
UBERON_4300096	http://purl.obolibrary.org/obo/UBERON_4300096	anal fin pterygiophore 1	UBERON
UBERON_4300097	http://purl.obolibrary.org/obo/UBERON_4300097	anal fin spine 1	UBERON
UBERON_4300098	http://purl.obolibrary.org/obo/UBERON_4300098	anal fin spine 2	UBERON
UBERON_4300092	http://purl.obolibrary.org/obo/UBERON_4300092	mesocoracoid element	UBERON
UBERON_4300090	http://purl.obolibrary.org/obo/UBERON_4300090	X bone	UBERON
UBERON_4300091	http://purl.obolibrary.org/obo/UBERON_4300091	Y bone	UBERON
UBERON_0010380	http://purl.obolibrary.org/obo/UBERON_0010380	enteric nerve	UBERON
UBERON_0010384	http://purl.obolibrary.org/obo/UBERON_0010384	lumen of laryngopharynx	UBERON
